./input/ccai-all/trainA/new-home-1682323_960_720.png,./input/ccai-all/trainB/hurricane-harvey-3097828_960_720.png
./input/ccai-all/trainA/maasholm_schlei_germany_mecklenburg_road_summer_sunny_sky-766700.jpg!d.png,./input/ccai-all/trainB/Inondation_rue_Paul-Morel_-_Vesoul.png
"./input/ccai-all/trainA/1280px-Detached_30s_house,_SUTTON,_Surrey,_Greater_London_-_Flickr_-_tonymonblat.png",./input/ccai-all/trainB/36. 535dcfc3f8210afd1658a147c60628af-canada-les-habitants-de-gatineau-victimes-d-une-deuxieme-inondation-en-deux-ans.png
./input/ccai-all/trainA/street_victorian_houses_auckland_new_zealand_white-611160.jpg!d.png,./input/ccai-all/trainB/guerneville_trees_redwood_21267_h.png
./input/ccai-all/trainA/alakyl_school_oulu_finland_building_school_education_front_house-867578.jpg!d.png,./input/ccai-all/trainB/120. bde0b520cd11ea2e05c5edd9eebb6256ea455715.png
./input/ccai-all/trainA/darshan-gajara-510491-unsplash.png,./input/ccai-all/trainB/12. 140416_ly3xk_sussex-nb-inondation_sn635.png
./input/ccai-all/trainA/thorpeness_beach_house_dunes_suffolk_architecture_building_city_architecture_design-1004150.jpg!d.png,./input/ccai-all/trainB/venice-3928663_960_720.png
./input/ccai-all/trainA/slovakia_bratislava_old_town_street-915968.jpg!d.png,./input/ccai-all/trainB/12324757254_5a86599688_b.png
./input/ccai-all/trainA/d656982cceab840a4dc314080edfe256.png,./input/ccai-all/trainB/file000175128414.png
"./input/ccai-all/trainA/800px-Diedenbergen,_Casteller_Straße_abwärts,_Richtung_ev._Kirche.png",./input/ccai-all/trainB/4788742160_bc91072305_z.png
./input/ccai-all/trainA/house_building_home_residential_construction_architecture_real_estate-725713.jpg!d.png,./input/ccai-all/trainB/81. videoblocks-flooded-houses-in-baton-rouge-louisiana-after-flood_ruarre2rl_thumbnail-full15.png
./input/ccai-all/trainA/street-view-stephensons-hotel-harpers-ferry-west-virginia-1024.png,./input/ccai-all/trainB/Inondations - Jeudi 25 avril 2019 - Christian Gonzalez_18.png
./input/ccai-all/trainA/file5001344782741.png,./input/ccai-all/trainB/IMG_20110830_084407.png
./input/ccai-all/trainA/file9031282505935.png,./input/ccai-all/trainB/Школа_№53.png
./input/ccai-all/trainA/house-569115_960_720.png,./input/ccai-all/trainB/file0002061017931.png
./input/ccai-all/trainA/file0002040207999.png,./input/ccai-all/trainB/Dennis_Heard_flooding_1.png
./input/ccai-all/trainA/altenbrak_ludwigshuette_street_houses_village_buildings_road-866840.jpg!d.png,./input/ccai-all/trainB/venice-2498931_960_720.png
./input/ccai-all/trainA/Доходный_дом_улица_Леваневского_04.png,./input/ccai-all/trainB/1920px-New_Orleans_May_2018_Flooding_-_Flooded_Underpass.png
./input/ccai-all/trainA/file0001274354449.png,./input/ccai-all/trainB/channel-3547218_960_720.png
